id,campaigncoop,checksum,dropin,game,lancoop,offlinecoop,offlinecoopmax,offlinemax,onlinecoop,onlinecoopmax,onlinemax,platform,splitscreen,splitscreenonline
2242,False,0147a25e-67d1-9388-84cf-daa2e3b418ff,False,33648,False,True,2,0,False,0,0,6,False,
2305,False,92c010fe-40a0-3895-aceb-32c213c38048,True,68278,False,False,,,True,,,14,False,
9307,False,e87a5414-7f20-8ce7-250c-1e9021e83dfa,False,72126,False,False,,,False,,8,6,False,
7422,False,55876d5f-98b7-8d54-ae03-5ee908e7045d,False,2025,False,False,,,False,,,,False,
9422,False,d8493774-4bf7-d12f-c9b6-4ddfc1007be2,False,112944,False,False,,,False,,2,,False,
10730,False,bad65f67-9d22-5855-0e77-fb65a6422e00,True,45829,False,False,,2,False,,,7,False,
10740,False,f5e16869-7542-4a73-56b2-c288dc7c1086,False,67245,False,False,,2,False,,,159,False,
1899,False,f9c17e77-8a24-f309-84ec-83a8c809bb76,False,21109,False,True,2,0,True,2,0,12,False,
1900,False,8e0e0a17-07e0-3016-150f-da33bb74d6ff,False,9964,False,True,2,0,True,2,0,9,False,
10426,False,7bd6d8c6-2ccd-e177-cbfc-7b361cc222ae,False,133237,False,False,,,True,16,,6,False,
1796,True,e585751f-7ecd-0db6-8088-4add11b8126f,False,3950,False,True,2,0,False,0,0,11,False,
1937,True,ccdacb35-4212-07da-de53-0da68945914d,False,3863,False,True,4,0,False,0,0,11,True,
7524,False,d929b124-44ef-5c24-9048-946d15b7c5bb,False,4786,False,False,,,False,,,,False,
7531,False,df59eae4-b573-7ad9-2b37-2c7307569ef9,False,20041,False,False,,,False,,,,False,
7545,False,8df69757-7698-3135-357d-83fa24fa801b,False,5604,False,False,0,0,True,0,0,,False,
7599,False,f70c6ec5-de72-b68c-8b05-28c1e0328a8b,False,9019,False,False,,,False,,,,False,
7609,False,aae2ed1e-f0a2-aa3a-9cb5-07b977bdca9d,False,2133,False,False,,,False,,,,False,
10624,False,22ff33d0-2746-b31a-e89e-967ffbfb3521,True,927,False,False,,,False,,16,3,False,
7632,False,219e3796-f44e-4f9c-0bff-73e10c16ee69,False,57064,False,False,,,False,,,,False,
7633,False,a060bdb0-7664-8565-516b-23f02a8ce2dc,False,58577,False,False,,,False,,,,False,
2003,False,088e2a1b-e162-39ac-0833-8e2e49e31a7a,False,6924,False,False,0,0,True,2,0,12,False,
2004,True,fc7e4262-6397-926c-8362-723c369eac5e,False,15019,True,False,0,0,True,4,0,6,False,
7638,False,0542111a-94c8-e67d-ca72-17b8ca038137,False,76726,False,False,,,False,,,,False,
1639,True,477aa269-6b36-b580-3e19-a939fc581190,True,9355,True,False,0,0,True,64,0,6,False,
7640,False,bcf1d6bb-a594-2b1a-1de1-4d1d8542f69e,False,76730,False,False,,,False,,,,False,
1810,True,09101e47-6a35-662f-d138-359630401df6,False,15937,False,True,2,0,True,2,0,12,False,
1644,True,c89c7e36-b345-45f6-b380-f0ae0f6f2ad4,False,7126,True,True,2,0,True,2,0,12,True,
1650,False,711711ac-f5d9-bd21-21d4-47a2ecb81efd,False,3124,True,True,2,0,True,2,0,12,True,
1902,False,a88a2a3e-b600-48f5-1852-408be9e5c822,False,7385,False,False,0,0,True,2,0,9,False,
8905,False,f5014782-cbe5-4120-f14b-2dd8d9ce1dec,False,94085,False,False,0,0,False,0,64,49,False,
938,False,4a1b2cd3-cd93-1f3f-1e13-74cd8d8481b9,False,15279,False,True,2,0,False,0,0,6,False,
1960,False,68c1dc05-792b-18c1-3ecc-936689ace85c,False,21522,False,False,0,0,True,2,0,9,False,
2164,False,afd8409e-16e0-4e57-796a-2bad06f4350c,False,3447,False,False,,3,False,,,99,False,
1776,False,bce50e4f-e7f8-8275-5dfa-2701cffa8149,False,7482,False,False,0,0,True,4,0,9,False,
2165,False,9898444b-4f8f-3b81-d9fb-0d15ba1cf0bd,False,51535,False,True,,,True,,,6,False,
7526,False,dcdefe53-ed50-7cdd-ee0a-5b64d41c86ad,False,5503,False,False,,,False,,,,False,
8943,False,95c7bd27-8ea1-9231-f342-b23d9a06614c,False,108098,False,False,,,True,,,,False,
945,True,cdc740f3-70fc-8c76-126b-8a0f9b4a5e10,False,5448,False,True,2,0,False,0,0,6,False,
2007,True,ee6f00b7-8bd2-d511-579b-54d4f0ca0a4f,False,51626,False,False,0,0,True,4,0,5,False,
1775,True,f72736a5-c72f-8cb1-cbd4-e4067e62a1e0,False,989,True,True,2,0,True,4,0,12,True,
1781,True,72522503-eccd-689c-aac7-8a14d25c16c4,False,8385,False,False,0,0,True,4,0,6,False,
2017,True,3153f5f4-9c3b-2415-6620-2e2ca10b1cab,True,496,False,False,0,0,True,2,0,9,False,
971,False,f89f9f25-1372-47e5-e5c6-6fdfb0115ce8,False,2476,False,False,0,0,True,4,0,37,False,
2016,True,89d3e961-e72c-8cd6-de8c-3319a4ae32c3,True,496,False,False,0,0,True,2,0,12,False,
9089,False,d586978a-e3d8-10d8-68f4-6f344248e447,False,112436,False,False,,,False,,,74,False,
9131,False,174465ce-67b0-f080-1d59-0f820ba9d525,False,79158,False,False,,,False,,,130,False,
11229,False,451b5843-b74f-8ee9-3f35-723a89a67882,False,58120,False,False,0,2,False,0,0,52,False,
11366,False,e9f75b85-ac2c-5cce-acd1-86be8d4da06e,False,94897,False,False,,,False,,,6,False,
11485,False,7484f6cf-36cb-f028-f1f7-327ac4165920,False,1780,False,False,,2,False,,,20,False,
11612,True,e9e30668-a622-b647-b459-b96e4a3a19d4,True,137699,False,True,2,,False,,,,True,
2170,False,7eaf7b10-aee5-bd22-21ec-590a81dedf2e,False,54723,False,False,,,False,,,6,False,
2022,True,8d74fda9-aa2f-33a7-fd1d-cfd8f87d30f3,True,47448,False,True,2,0,False,0,0,12,False,
2025,True,f191cd14-ffd8-56fd-8ed3-d773ed408cc1,True,10991,True,True,2,0,True,4,0,6,True,
5050,False,26ca8fdb-a22b-b761-7fdb-3f030102a4a3,False,28414,False,True,0,0,False,0,0,,False,
2056,True,caec6625-5c6b-0179-8849-fb05c69150c9,False,2143,False,True,2,0,False,0,0,8,True,
2067,True,54c0a0d8-229d-3d71-88ed-e2f26ea9bb80,False,3233,True,True,2,0,True,4,0,9,True,
2068,True,0ce9a4e8-61bd-9111-6fd0-849b926d21b3,False,3233,False,True,2,0,True,4,0,12,True,
9082,False,732ae258-8c26-0049-44e1-f4484fd2a3b6,False,64837,False,False,,4,False,,,14,True,
9106,False,ef0354a0-0f06-c6ae-9151-735541395f4d,False,84176,False,False,,,False,,,6,False,
2172,False,1b821b62-ab48-e981-1bab-f4e9ac976402,False,54729,False,False,,,False,,,6,False,
2178,False,128c9fcb-74c0-4c88-a771-5bb631dbcc4c,False,54995,False,False,,,False,,,39,False,
2215,False,1d41cdc5-a414-3659-401f-f53de41daac2,False,56866,False,True,,,False,,,6,False,
9310,False,388ac7dc-6aea-dde5-1ef1-cee5bb2a3698,False,80594,False,False,,,True,4,,6,False,
2352,False,405e6c44-c912-3717-7f2f-b3588255b517,False,68378,False,False,,4,False,,,,True,
2353,False,0c2579fe-c1ca-e6c5-3e37-22658336420d,False,68379,False,False,,,False,,,34,False,
2366,False,fa05bc18-2dbc-3160-ea4d-8152d4e6ac55,False,68477,False,False,,,False,,,6,False,
2369,False,6de20f50-144f-0d81-4241-92807f595a78,False,12595,False,False,,2,False,,,48,False,
7448,False,d125c864-4ac2-6130-7cef-15f9523f9c5b,False,7323,False,False,,,False,,,,False,
8455,False,1cd379f9-3bc7-fcc8-d541-20e3550a7100,False,28943,False,False,,2,False,,,130,False,
9455,False,eab7643a-5bd0-5441-27bc-981f6e79aa6a,False,117661,False,False,,,False,,,162,False,
10489,True,ae3cfc27-9d2e-6e21-7c9a-846a4f6106ed,False,21634,False,True,4,,False,,,,False,
9491,True,298eaac5-e082-5fff-14aa-81ed542701ee,True,47480,True,True,0,12,True,4,12,9,True,
572,True,61957c2d-2723-e457-233f-17486e68c6a0,True,16194,True,True,4,0,True,4,0,6,False,
584,True,ebba3066-469d-b910-7e9d-b0f5e610ddf1,False,21101,False,True,2,0,True,2,0,12,False,
8585,True,24bbc722-eb58-b06b-a6e5-513d2acf330c,False,89982,False,True,2,2,False,,,,False,
8587,False,f52204e3-caee-5640-7df3-a0b354180d61,False,88910,False,True,0,2,False,0,0,49,False,
7641,False,6fd0ddba-773e-9533-d1ba-e00d126ece13,False,5624,False,False,0,0,True,0,0,,False,
10646,False,1249aead-9385-dc51-738c-871ba8b568b2,False,134140,False,False,,,False,,,34,False,
1782,True,4c6a2c39-b064-4938-93d4-adb2e1e4d028,True,2801,False,True,2,0,False,0,0,5,False,
7649,False,70c3faed-0e0f-57e0-d0c2-2fe364615117,False,15544,False,False,0,0,True,0,0,,False,
7650,False,0e80b6c3-4193-c722-ef9a-3995d11f1aea,False,17285,False,True,4,0,False,0,0,6,False,
7651,False,9d506eb4-79ec-d0a5-ee6b-0fd40766abfc,False,5570,False,False,0,0,True,0,0,,False,
7653,False,4a7c10ec-de94-4779-8a59-ba71c84a1c7e,False,63029,False,False,0,0,True,0,0,,False,
7654,False,b6ddf208-0f72-1143-8777-4820ed0e9514,False,10657,False,True,0,0,False,0,0,,False,
7655,False,18d3cf39-de56-343f-7d9a-e7fed505c0bf,False,76731,False,False,,,False,,,,False,
10734,False,d47b2f8b-d3cf-5b77-de5d-7d707b1b649e,True,3846,False,False,,2,False,,,52,False,
10738,False,30a1896e-bf78-f462-338b-70b2de10deb3,True,86343,False,False,,2,False,,2,11,False,
1794,True,96ac0a04-64dd-2ebc-64cb-ec3492b90c2d,True,8326,False,True,4,0,False,0,0,5,False,
10909,False,2b6ba724-c49f-11d0-f83d-f3cdd8ba7bbe,False,4157,False,True,2,2,False,0,0,21,True,
10921,False,e1f2fbf8-7723-f6de-d62c-00d29bf0f3e8,False,134486,False,False,,,False,,,6,False,
7642,False,16f953d4-27aa-1476-fb82-c6c393d497b1,False,15496,False,False,0,0,False,0,0,,True,
924,True,4eebc07e-ee0d-ecd0-6863-a4dda519ca4c,True,50867,False,False,0,0,True,5,0,6,False,
1931,False,b429146b-d435-eb94-bfed-cb2b8fc70a75,False,382,True,False,0,0,False,0,0,38,False,
10942,False,437b3df1-3248-4a5b-2e08-18f808527635,False,134651,False,True,,,True,,,20,False,
2428,False,99aadc20-2b83-d906-6396-93dd13240a53,False,72323,False,False,,,False,,,6,False,
8441,False,45d19c13-d6c0-f463-694a-469c2d46724e,False,83773,False,True,0,4,False,0,0,49,False,
2005,False,e987087d-464e-ae80-ddd5-29ff6c729fd4,False,51627,False,True,4,0,False,0,0,5,True,
2018,True,3f46fef4-68fe-86c2-d426-60735c2c2c56,False,7545,False,True,2,0,False,0,0,9,False,
10943,False,75e400b4-a20b-b1c9-4353-8dcfb820f32b,False,134655,False,False,500,1000,False,1000,1000,6,False,
2006,True,32ce4db9-957a-d201-3eaa-f4f53021acee,False,2605,False,True,4,0,True,2,0,12,False,
973,True,7939f30c-155a-d114-48fa-3768916e9f9b,True,51675,False,False,0,0,True,8,0,6,False,
10982,False,9a06545f-05bc-9b1c-1abb-b3bd2770cf4e,True,135140,True,False,,,True,,,3,False,
2010,False,46ea69c1-f4ff-1559-8afd-d98934b5b761,True,434,True,False,0,0,True,8,0,9,False,
547,True,7914388b-486a-273b-bb7f-827ff35d5951,False,51624,False,True,2,0,True,2,0,12,False,
11188,False,85a02777-9a49-cfc0-73b8-3d75095cfe37,False,764,False,True,,,False,,,,False,
11368,False,cb1dd21f-dcd5-bb66-54f5-c2826cc0163f,False,136284,False,True,4,,False,,,14,False,
11369,False,e1200c9b-66e9-e9fd-bb57-675823a65c28,False,136284,False,True,4,,False,,,3,False,
11487,False,9ba69e9d-343a-3d7a-06fb-4e5cb9f62395,False,136727,False,False,,,False,,2,6,False,
11491,False,d3a35be1-fea1-07a7-b0c0-d89c26ecf542,False,50795,False,True,2,2,False,,,,False,
11493,False,6e23ee14-e8d3-00fd-70b5-113b094173bb,False,1777,False,False,,2,False,,,24,False,
11488,False,016be40f-8963-7309-7f34-69cb9eae5faf,False,136727,False,False,,,False,,2,14,False,
11613,True,7ef6b28e-5867-86ab-122c-fef87b0bf5b1,True,137717,False,True,2,,False,,,,True,
2046,False,25b149bc-ca9d-6583-1f12-d11b159c061a,False,22401,True,False,0,0,True,8,0,6,False,
2148,False,a8e1ac13-883a-bd99-912a-cce6314eb16a,False,36922,False,False,,12,False,,,34,False,
2154,False,621b65ea-2ca9-c073-35ca-4dfe252419ea,False,20118,False,True,2,0,True,,12,12,True,
2187,False,0db7ca1b-cc79-987e-0682-d50204cb89cb,False,55087,False,False,,1,False,,8,34,False,
2188,False,f691bdf9-08d7-b273-20ab-eff9f51c7c3c,False,55087,False,False,,1,False,,8,39,False,
5371,False,f9cc92a6-5ff0-7589-399f-9ba22805f460,False,26365,False,True,0,0,False,0,0,,True,
1965,True,1a855734-0b2f-54cd-66db-ea7315f474ea,False,51629,False,True,2,0,False,0,0,6,True,
1786,True,ea3bc924-6547-8e0d-054b-74202a797945,False,7164,False,True,3,0,True,3,0,9,True,
5373,False,d145497a-e691-d745-d357-1209fcf42adf,False,19169,True,False,0,0,True,2,0,6,False,
5416,False,02bc827d-e72f-8cdd-0e82-ff0929bad28c,False,25675,False,True,0,0,False,0,0,,False,
5443,True,b03ec805-4d4f-ccad-7934-70082606a0f2,False,18433,False,True,4,0,False,0,0,6,False,
5448,False,96c7c674-178b-5d12-ad8e-59327fb5a809,False,15485,False,True,0,0,False,0,0,,False,
9630,False,b5409613-d38c-50ad-e415-d4ae02289fae,False,120882,False,False,,,False,,,3,False,
9453,False,8490ca8b-1c98-c77b-3890-f7d96c521efb,False,40918,False,False,,2,False,,,13,False,
9456,False,86991a0d-8a7c-3429-feed-b58ab2be2a2d,False,117661,False,False,,,False,,,6,False,
9457,False,7978dbb3-d6e9-e3d3-ec65-8717516b7664,False,117673,False,False,,,False,,,34,False,
2496,True,278054d0-c49b-8cb8-3da0-06c3d05f1ee4,False,34970,True,False,0,0,True,8,0,6,False,
10512,True,46b27975-5f7e-1b6c-87e5-721785bd4175,False,19935,False,True,2,2,False,,,6,False,
10516,True,aa47400e-8802-4526-f8ab-27c6dd3c899f,False,36352,False,True,2,,False,,,6,False,
855,True,0fdfd554-58a9-bafc-94d2-e69007027dc5,True,1834,False,True,2,0,False,0,0,12,False,
10518,False,19871f4f-3204-4d8b-264a-eb8e3d24844e,False,78269,False,False,,4,False,,,4,True,
10631,False,ba2e8d88-2995-446d-c6ae-e52dedc73bc1,False,134129,False,False,,3,False,,99,6,True,
7662,False,6b978e84-927e-c691-3404-af8a4e63b6a2,False,14177,False,False,,,False,,,,False,
7663,True,1591b501-fa32-84c5-a510-631adc210d2d,False,10527,True,False,0,0,True,4,0,39,False,
7664,False,e69b6d1f-86f3-a217-5420-7aeae00cbc70,False,18908,False,False,,,False,,,,False,
7665,True,ddda6a53-ccc6-6861-4244-a5a0d8499454,False,7420,False,True,2,0,True,2,0,6,False,
727,True,baa11526-ba99-381b-3cce-abcdc39f70a5,True,7389,False,True,2,0,False,0,0,9,False,
9734,False,90bc0144-64c3-e04f-9a96-f30933c72c0d,True,89444,False,False,3,1,True,3,32,6,False,
5391,False,68e2fddd-309a-226c-b120-94ae56bc8e71,True,18815,False,False,0,0,True,4,0,12,False,
747,True,a6d3f62e-c7a9-cd85-ae78-13fc8ed2c0bf,False,23274,True,False,0,0,True,4,0,6,False,
724,True,3af50953-faab-d52a-b425-72144c3771de,True,16273,False,True,2,0,False,0,0,9,False,
868,False,7d8bfd35-26a3-6140-37ce-f22c532d37ff,False,7892,False,False,0,0,True,5,0,12,False,
1912,False,f170884c-70bb-a561-29a8-5d01e3646644,False,2675,False,True,4,0,False,0,0,8,True,
11228,False,445d88e0-165c-2788-d796-353003b4ed7f,False,135549,False,False,,2,False,,,52,False,
9919,False,5f28f5d8-6591-0495-c99c-bd01a2187107,False,55056,True,False,8,8,True,8,8,6,False,
11367,False,3fd5aa86-c211-4d23-37b7-0a0171e7a381,False,136284,False,True,4,,False,,,6,False,
1951,True,a4df8b2f-d4f3-7360-2cf1-7375e424a1f4,False,5786,False,True,4,0,False,0,0,11,True,
11492,False,92e4e744-ec63-dbc3-a092-edb51f89013a,False,1776,False,False,,2,False,,,24,False,
5435,True,3f2e4c6e-bee2-15a0-d96a-3f346a81027c,False,50936,False,True,4,0,False,0,0,5,False,
7660,False,849adaf3-3252-302f-85af-955bfefae0b2,False,7082,False,True,0,0,True,0,0,,False,
11614,True,17875567-2f9d-bffb-a4ca-6d5d00256119,True,137757,False,True,2,,False,,,,True,
9982,False,7f06accf-1a59-7ddb-50cf-dbc95a420e5e,False,127140,False,True,,,False,,,29,False,
758,True,52f4b684-d4c3-ee1d-1ee5-6b87e91c5882,False,3040,False,True,4,0,False,0,0,12,False,
2218,False,6d4635ad-2b93-9f0c-56bd-41a25037fd93,False,19011,False,False,4,4,False,4,5,,False,
2225,False,0bb3ac23-650b-47f7-1308-435d9aab8a06,False,17829,False,False,,,False,,,5,False,
2238,False,0224338d-9254-e3cd-1d93-0d720cca304f,False,59444,False,False,,,False,,,82,False,
1591,True,2d8aa380-e0e4-a7b9-2871-d2df545681a0,False,18170,False,True,2,0,True,2,0,12,False,
7668,False,5b4b5667-558c-9499-9700-a5e6526e32c7,False,3152,False,False,,,False,,,,False,
7670,False,65aa5bca-5f7e-38d8-5970-982acebb0a84,False,8773,False,False,,,False,,,,False,
1628,True,765c6e64-1187-bbb4-592b-101d88ae9a0e,True,122,True,True,2,0,True,4,0,12,True,
1993,False,35ab2fe8-c9b7-4e3f-2c9b-b7c8bf1ad639,False,239,False,False,0,0,True,3,0,6,False,
7672,False,544adf49-c8b4-0b91-0263-cd20cb2ebcd1,False,9919,False,False,,,False,,,,False,
9318,False,7ab29265-50c0-4189-feae-c3cfc06fd11e,False,74732,False,False,,,False,,16,,False,
7675,False,a92bf20f-fb5e-0e06-9049-351d4a269994,False,11590,False,False,,,False,,,,False,
10736,False,37a07cf7-24b2-1171-ebb8-be936912eb23,True,3846,False,False,,2,False,,,8,False,
10739,False,00533bfe-1f79-5287-34c4-f7952527685f,True,86343,False,False,,2,False,,,21,False,
2744,False,217c2a76-a78b-ad7c-8265-96f59b107886,True,74269,False,False,,,True,,,34,False,
4845,True,513daffa-399e-fe2f-a205-3c07a8bc15da,False,991,True,True,2,0,True,4,0,12,True,
4852,False,6ae2fe10-fff9-9caa-4402-2d7315bd0462,True,7579,True,False,0,0,True,8,0,6,False,
869,False,c9b6efd2-e59b-61a7-d644-649564d54e30,True,2241,False,True,2,0,False,0,0,41,True,
9911,False,6ad46100-f0c2-74c1-ecb5-dc4e1416dfec,False,37059,False,False,,8,False,,8,6,False,
9942,False,f63b5e81-9383-8b56-90aa-bccd0b0d118d,True,126275,False,False,0,0,True,3,12,82,False,
4165,False,62004238-fcad-c092-e049-c07165690d61,False,45459,False,True,0,0,False,0,0,,False,
1635,True,867e2380-117e-5cc4-6555-cab23384e4ca,True,4832,False,False,0,0,True,2,0,5,False,
2361,False,fa542213-9f8b-41cb-147b-d01deeb869aa,False,68452,False,False,,,False,,,37,False,
11216,True,831f488b-a304-64d6-3cd7-583e47901b64,True,132850,False,True,4,4,False,,,5,False,
2362,False,b66a0373-e6d5-d0f8-2859-b562c278d66e,False,68456,False,False,,,False,,,6,False,
11215,True,35550614-a46a-9962-56f4-63409d1cf354,True,132848,False,True,4,4,False,,,5,False,
2381,True,3bae5c7e-703e-3508-54af-aaf06d1ae281,False,27711,False,True,4,0,False,0,0,49,False,
8456,False,91b8df59-74ff-9b4d-2b62-a91adc55487e,False,86503,False,True,4,,False,,,52,False,
10640,True,96519102-414e-f15f-4582-eec9104cdf5c,False,134133,False,True,4,4,False,,,6,True,
11371,False,c4bfde64-3e94-fa18-3323-a7372810836b,False,134513,False,False,,4,False,,,14,False,
11370,False,41dde23f-7bc8-33b0-f834-233afe983f59,False,134513,False,False,,4,False,,,72,False,
11372,False,7850381d-2e18-ff93-9458-9a5ae834e576,False,134513,False,False,,4,False,,,6,False,
11489,False,56fde08b-94f9-734e-e49f-bd825c266593,False,83881,False,False,,,True,,16,6,False,
11615,True,c2a9b8bd-1f00-b08e-c226-6ab922f17550,True,138034,False,True,2,,False,,,,True,
2111,False,702270f0-32f4-d987-a4ab-703112567f0a,False,52432,False,False,,,True,100,,6,False,
10487,False,c75d79ed-c56f-29cc-b321-0e41234b1eaa,False,11049,False,False,,4,False,,,6,False,
9499,False,509b02ac-d832-8c4d-b807-fb90bd2af571,False,118164,False,False,,,True,100,,6,False,
3005,True,18727fc4-ea51-13b1-a54c-431019fab0ec,False,22152,False,True,2,0,False,0,0,9,False,
2856,False,fee40be1-d948-198b-bf6d-ecc3d7810860,False,8905,False,False,0,0,False,0,0,,True,
1833,True,7bb6667c-40ff-5050-c2ec-31c4d15604b8,False,667,True,False,0,0,True,8,0,6,False,
8162,False,483ed7af-608f-d1b5-fa25-90645d441365,False,18263,False,False,0,4,False,0,0,49,False,
9920,False,e817a4a7-9ae2-5e46-68b2-c0221379b673,False,125765,False,False,,,False,,,6,False,
3010,True,ea0b40d8-fd72-77ad-81c5-f451672a7619,True,9407,False,True,2,0,False,0,0,6,False,
8470,False,042d1ac3-1c5f-032d-c7f9-2095012e89ab,False,31430,False,True,0,4,False,0,0,49,False,
8528,False,94d843a8-b983-601a-4635-e2ada515b7a3,False,89551,False,False,,1,False,,4,130,False,
11213,True,dec26dc2-6342-b505-3306-6dfd6ac4daf4,True,132847,False,True,4,4,False,,,5,False,
11217,True,993471e0-eee8-6281-f066-719fc41c1d7d,True,115859,False,True,4,4,False,0,0,5,False,
11377,False,6e2aa14b-4358-b974-09d8-8639ac7463c3,False,107712,False,False,,,True,10,300,6,False,
11490,False,cb8c9356-065e-4bcb-3559-5a2b247e6235,False,45986,True,True,,2,False,,,20,False,
11617,True,a2c65874-cd6c-5595-299a-eeee70a944bc,False,67697,False,False,4,4,False,,,5,True,
1528,True,b7e20485-860e-dfdd-5d8e-c2d09b84c337,False,29829,False,False,0,0,True,4,0,6,False,
8624,False,7ff5c5b0-477e-2afb-009c-a6e48e8c02ee,False,78754,False,False,0,4,False,0,0,49,False,
8631,False,6aa50fe8-d10b-9515-b7d5-e106a92d783f,False,28412,False,True,0,2,False,0,0,49,False,
10655,False,7ef6b244-a27c-fdd4-ad42-670667aaf372,False,71211,False,False,,8,False,,8,6,False,
7679,False,eed6eee3-9e1a-3546-cf7c-bc590ad97b43,False,10509,True,False,0,0,True,0,0,,False,
7680,False,d1bddd3e-e588-8d93-5db7-6902de75b15f,False,26775,False,False,,,False,,,,False,
7687,True,2d091df7-fbf0-c709-1eaf-5f4a1a70febc,True,9724,False,True,2,0,True,8,0,6,False,
7688,False,aef94cdf-79e8-cbd3-2422-b4b50417a4ef,False,8036,False,False,,,True,4,32,48,False,
2450,True,ae8f2959-2e62-d81a-d6d7-e813027a747b,True,45089,False,True,2,,False,,,7,False,
1500,True,6d68522f-751c-c534-f024-954cad7564cd,False,40868,False,True,4,0,False,0,0,48,False,
10737,False,61b3a7be-3c96-b3af-1b5c-e4b02f6ec379,True,3846,False,False,,2,False,,,9,False,
9742,False,faca6709-2511-b18c-d400-fc7a26195d02,False,105644,False,False,1,1,True,4,8,6,False,
8806,False,592417eb-df14-9e8e-3ba0-b5d1d5e2d68a,False,81484,False,False,,4,False,,,7,False,
8807,False,b6a89922-0720-c6ae-9f84-3715194647f8,False,104973,False,False,,4,False,,,7,False,
3003,True,bb6baeb5-d295-3190-ec2e-e73defccbfe2,True,2597,False,True,5,0,False,0,0,41,False,
10318,False,7fa01c8f-e080-3be9-7db9-e051d861fd06,False,129426,False,True,2,4,False,,,6,True,
11220,False,d6f93a9f-d159-8eaa-2780-f67a233501bf,False,73042,False,False,,2,False,,,8,False,
8777,False,ec2f8908-815f-e989-8809-1cd644247dfc,False,103366,False,True,,2,False,,,,False,
8457,False,b33109cd-4155-52df-b261-7d6aa07384ca,False,86513,False,True,4,4,True,4,4,130,False,
7690,False,be27e110-7a59-d14e-2b08-16ce0cd58539,False,8036,False,False,0,0,True,4,32,6,False,
3011,True,86ff834c-998f-37c3-7182-3760ee5f5455,False,7347,False,False,0,0,True,4,0,6,False,
10490,False,4fd035c2-b697-e149-492c-b2f133dcd751,False,19129,False,True,4,,False,,,6,False,
549,False,76f261f4-e6fd-e843-2f45-b3282dd0f4f0,False,9962,False,True,2,0,True,2,0,12,False,
604,False,c844223c-0ff7-bc44-99c8-9090e398bdac,False,9981,False,False,0,0,True,16,0,6,False,
560,True,4d20a53b-46b7-c675-eddc-229beb9e8faa,False,9855,True,False,0,0,True,4,0,6,False,
562,True,18060a14-9873-e02f-e361-7179c53ea2c4,False,432,True,False,0,0,True,2,0,6,False,
8757,False,c9518bd7-4395-4915-f2e9-9d2e69e85129,False,103208,False,False,,,False,,,3,False,
11379,False,2263981c-7106-8eca-c7a6-42396ea384c2,False,13897,False,False,,,False,,,52,False,
8762,False,4cfe9520-744e-4342-225b-a1936442a2d8,False,52263,False,False,,4,False,,,130,True,
576,False,a2a4cff9-3dbf-f477-1dae-e8b5510619aa,False,2267,False,True,2,0,False,0,0,5,False,
7693,False,5fd8642e-e3fb-96be-5599-884d21c63540,False,63146,False,False,0,0,True,0,0,,False,
3018,False,c5a3177c-33cb-7b7e-452e-352cb5070ce6,True,3272,False,True,,,True,,,6,False,
9662,False,4879adb9-2696-6d12-0644-7ce8a4fcb472,False,121249,False,False,,,False,,,6,False,
7769,False,8c202b38-3632-cd60-6d1c-02be06afbd88,False,53282,False,False,,,False,,,,False,
11376,False,17d12db6-abe0-b4f0-8c1f-c068e0fa9c9d,False,46555,False,False,,,False,,,23,False,
11495,False,2093448c-a3c2-43a8-5677-8984217490ca,False,6283,False,False,,4,False,,,24,False,
11494,False,c5de161f-a161-3402-3ad8-0f6d938dd5f0,False,1778,False,False,,2,False,,,24,False,
11616,False,8a7c3417-6fe7-235b-ff17-e98bd6034b69,False,138036,False,False,,,False,,,24,False,
1879,True,f0589959-7aa0-6d67-f2ec-3c280d2db0cc,False,9912,False,True,2,0,False,0,0,9,False,
10663,False,0e76d343-61e3-59b4-82fa-7cdecedd888d,True,134157,True,False,,,True,,,6,False,
8749,False,83b1f8ae-e1a6-b940-9e28-cd6d87f46759,False,103023,False,False,,8,False,,,8,True,
8783,False,d6b6fe6e-8eeb-49eb-fb11-d798a6c759d6,False,99073,False,False,,,True,2,,6,False,
8789,False,f311f057-7f60-9a58-3373-700f62ea75b1,False,104237,False,False,,4,False,,8,,True,
2995,False,91a6a7c1-0044-661b-1846-0d165cee684b,False,47656,False,True,0,0,False,0,0,,False,
1884,True,1d807eeb-8da4-7997-4f13-b404bc8aa401,False,5913,False,True,2,0,False,0,0,11,True,
8810,False,c22f41d3-e998-e84d-3285-872a438a01f9,False,26169,False,True,3,3,True,3,6,,False,
10824,True,c9fcb710-a64c-d317-5287-e7ffb76e86ff,True,21721,False,True,2,2,False,0,0,9,False,
1892,True,af63ca4c-f1e5-710b-c5b9-9e1f0b32e9e4,False,9854,True,False,0,0,True,4,0,6,False,
1893,False,1bda1684-b152-1413-400d-69fca4a53e91,False,10272,True,False,0,0,True,4,0,6,False,
1909,False,38a18c34-7461-33bd-5a2d-aab8f5d80ea1,False,5237,False,True,2,0,False,0,0,5,False,
10928,False,c33f41d0-8d9a-d2e7-1dff-0014e5dabcb7,False,134535,True,False,,,True,6,6,6,False,
10932,False,0b46980b-c143-7805-31a4-989e2d3365a0,False,3337,False,False,,4,False,,,4,True,
1974,True,432f2d9e-c2a2-42cb-e4d3-ebcf81833b84,False,6938,False,True,2,0,False,0,0,9,False,
